CO_CURSO,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79
1070648,6,5,5,2,1,2,3,6,3,4,3
1103311,2,4,1,1,1,1,1,1,4,6,6
96236,3,2,3,4,3,3,4,3,3,4,3
1265027,6,6,6,6,7,6,6,6,6,1,1
1107335,6,7,5,7,5,5,6,6,4,4,6
17594,5,6,6,6,6,6,6,6,4,4,3
1115471,4,4,4,7,7,5,5,5,6,1,7
1185928,6,6,6,6,6,6,6,6,6,6,7
1170115,6,7,7,7,7,4,3,7,5,8,5
1427321,2,6,6,6,6,6,6,6,6,6,7
1364599,8,6,6,6,8,6,6,6,8,8,8
1286760,5,5,5,5,5,5,5,5,5,5,5
1292571,6,6,6,6,6,6,6,6,6,8,8
20441,6,6,6,6,6,6,6,6,6,6,6
1321510,6,6,6,6,7,6,6,6,6,6,1
54979,6,6,6,6,7,5,6,6,6,6,6
121026,6,6,6,6,6,6,6,6,6,3,1
100326,6,6,6,6,6,6,6,6,6,6,6
102530,1,4,5,7,5,6,5,4,6,2,1
2015,6,6,6,6,6,6,6,6,6,1,1
1382697,6,8,6,7,8,6,7,6,6,1,1
107376,6,6,6,6,7,6,6,7,6,1,1
10160,6,6,6,6,6,6,6,6,6,6,6
1336906,6,6,6,6,3,6,6,5,6,1,1
3392,3,2,2,2,7,2,1,5,1,6,6
1102225,6,6,7,7,6,6,6,6,6,3,3
120346,6,6,6,1,6,6,3,6,4,6,6
1152368,6,6,6,6,6,6,6,6,6,6,6
11988,1,3,4,3,2,3,3,2,4,5,6
18239,6,1,2,2,5,5,2,6,5,2,4
46128,6,6,6,6,4,6,6,6,6,5,1
97980,5,6,6,6,6,6,6,6,6,8,1
1428435,6,7,6,7,8,7,3,6,6,1,1
20832,6,7,6,6,6,6,6,6,1,6,2
70353,6,5,6,2,7,5,5,6,4,4,6
1126004,6,6,6,3,5,7,7,6,6,8,8
1314140,8,4,6,5,8,8,6,6,6,6,1
10792,6,5,5,7,7,5,5,6,2,6,6
3484,6,5,6,6,7,4,6,6,6,3,4
1483431,6,7,6,6,6,6,6,6,6,1,1
121028,6,6,6,6,8,6,6,6,6,1,1
9263,4,3,4,3,3,5,4,1,2,6,6
116290,6,6,6,6,6,6,6,6,6,6,6
21919,6,5,5,5,5,4,5,4,5,4,1
43061,5,3,3,3,4,3,4,4,4,4,5
1258620,6,6,6,6,8,6,6,6,6,1,3
1260005,6,5,6,6,8,5,6,4,5,5,4
1258531,3,1,1,2,7,3,3,2,3,6,6
1078717,5,4,6,5,5,4,5,2,4,5,6
111316,5,5,6,6,5,6,5,5,5,3,2
25155,2,4,6,7,4,4,2,3,1,6,6
1170036,6,6,6,6,7,6,6,8,6,1,8
47662,6,5,6,6,6,4,5,6,6,2,4
10792,6,3,4,4,3,4,4,4,4,4,4
121297,1,6,6,6,6,6,6,3,1,6,6
1442893,6,7,6,1,1,6,6,1,6,6,6
116952,6,4,5,4,5,6,4,5,4,4,1
1888,6,7,5,7,7,6,5,6,1,6,2
103334,6,6,6,6,6,6,6,6,6,6,1
5498,6,7,6,6,6,5,5,6,4,3,1
9696,6,5,6,6,6,6,6,6,6,1,6
19543,6,4,7,7,6,5,6,5,6,3,1
1323575,6,6,6,6,6,6,6,6,6,6,1
1342812,6,6,6,6,8,4,5,6,6,4,2
1396028,6,6,6,6,6,6,6,6,5,5,1
87106,6,3,5,3,5,4,4,2,3,4,3
1364598,5,5,5,5,8,5,6,4,4,5,4
1427665,6,7,6,7,7,7,6,6,6,1,1
106072,8,6,6,6,6,6,6,6,6,6,6
40345,6,6,6,6,8,6,6,6,6,6,6
8059,6,5,6,5,5,6,5,4,5,5,4
111720,6,6,6,6,8,6,6,6,6,1,1
54770,6,5,6,7,5,6,6,6,6,1,1
1427489,4,2,3,3,3,1,1,6,6,1,1
312703,6,5,6,5,6,5,5,3,3,6,5
1446093,8,8,6,6,8,6,6,6,6,1,1
9041,5,4,4,1,4,5,4,2,1,5,6
1164570,6,6,6,6,8,6,6,6,8,1,4
1396028,6,7,6,6,8,3,2,3,3,2,2
1045443,2,7,6,7,2,4,6,6,5,2,1
89853,6,6,6,6,7,6,6,6,6,6,4
56750,6,4,6,6,6,6,6,6,6,6,4
99340,1,6,4,6,5,4,6,5,5,1,5
19514,6,6,4,3,7,3,3,6,5,5,8
1170119,8,7,7,7,6,6,7,6,6,1,1
1190041,8,8,8,8,8,8,8,8,8,8,8
1124,6,6,6,6,6,6,6,6,6,6,6
5080,6,6,6,6,6,6,6,6,6,6,6
55765,6,6,6,6,6,6,6,6,6,4,2
99008,6,7,6,6,1,6,6,1,6,3,6
1342617,2,3,5,5,5,3,3,5,3,5,1
27569,6,6,6,1,6,6,6,5,5,5,5
1485384,6,4,6,6,8,6,5,6,4,5,1
20762,1,6,6,3,6,5,5,3,6,1,1
100326,6,6,6,6,6,6,6,6,6,1,1
97980,6,3,6,6,8,8,6,6,6,2,1
7296,4,4,5,5,6,3,4,6,4,6,4
5001334,6,6,6,6,6,6,6,6,6,1,1
1103648,1,5,4,5,7,4,4,6,4,6,6
82274,6,7,6,7,4,4,6,6,6,1,1
1451974,6,6,6,6,8,6,6,6,6,6,1
1303485,6,7,5,5,7,6,6,6,5,5,2
35443,6,6,6,6,6,6,6,6,6,1,1
111110,6,6,6,6,6,6,6,6,6,6,6
82524,5,4,5,7,7,5,5,6,5,5,1
1167598,6,4,6,6,6,6,6,6,6,1,1
38216,3,3,3,7,7,4,5,4,4,2,6
1524190,6,6,6,6,6,6,6,6,6,4,4
1517159,6,6,6,6,6,6,6,6,6,6,6
11221,6,7,6,5,7,6,5,5,6,4,2
1342813,6,6,6,6,7,6,6,6,6,4,3
94497,6,5,6,6,8,4,5,5,5,8,6
7287,6,3,6,6,8,5,5,5,5,2,1
11294,6,6,6,1,1,6,6,6,6,1,1
106772,4,2,7,7,6,1,6,1,4,4,3
11998,6,2,7,8,7,1,2,6,1,6,6
66287,6,2,1,3,1,5,2,6,3,6,5
1395507,6,6,6,6,6,6,6,6,6,6,6
12078,2,7,5,7,6,1,5,8,6,1,1
83126,6,1,1,1,2,4,1,4,4,6,1
97980,6,6,6,6,8,6,6,6,6,1,1
1126004,6,6,6,6,1,6,6,6,6,6,1
1304602,6,6,6,6,6,6,6,6,6,6,1
1481773,8,6,6,8,6,6,6,6,6,1,1
73350,6,1,1,1,1,6,1,6,1,6,6
1108691,3,4,5,5,7,5,4,1,1,6,6
5952,5,4,5,4,5,3,3,3,4,6,1
19557,6,1,4,1,1,6,6,6,6,4,6
1170032,8,6,6,7,6,6,6,6,6,1,1
11988,2,6,6,3,2,4,4,6,3,4,5
21985,6,6,6,6,6,6,6,6,6,1,1
1305986,6,6,6,6,7,6,6,6,6,1,1
62522,6,6,6,4,6,5,5,5,6,6,6
96389,5,5,5,5,5,5,5,5,5,5,5
1130272,6,6,6,6,6,6,6,6,6,6,6
101086,2,5,3,2,8,3,4,2,2,5,5
1503941,6,5,7,4,7,4,6,6,4,4,1
8295,5,5,5,7,5,5,5,5,5,5,5
13090,2,7,7,7,7,6,4,6,5,1,4
1179134,5,3,3,3,8,1,2,5,5,1,1
93601,6,6,6,6,6,6,6,6,6,1,1
69767,3,2,3,4,4,4,4,4,4,5,3
121093,6,6,6,6,7,6,6,6,6,1,1
18278,6,6,6,7,6,6,6,6,6,5,3
20642,5,5,5,5,5,5,5,5,5,5,5
121026,5,4,5,4,4,5,4,6,5,4,1
1028896,6,6,6,6,6,6,6,6,6,1,1
1452895,6,8,6,6,8,5,4,5,6,2,8
21339,5,4,3,4,3,3,5,2,1,5,6
1457499,4,5,4,3,4,5,4,4,4,4,3
1279707,5,5,5,7,8,6,5,6,5,4,6
1485263,3,2,5,4,3,3,3,3,5,3,5
18048,6,6,4,6,7,3,6,6,3,3,2
54995,6,6,6,5,6,6,6,6,6,3,3
1107335,6,7,6,8,6,5,5,6,3,6,6
116624,3,4,6,7,6,6,6,6,5,5,5
9976,1,3,3,3,3,5,4,3,3,3,4
100326,6,6,6,6,7,6,6,6,6,1,1
34096,6,5,2,3,5,5,5,4,4,4,6
100296,6,6,2,6,7,6,6,4,6,3,4
16817,7,7,7,7,7,7,7,7,7,7,7
1304980,6,6,4,4,1,4,4,5,5,5,5
21153,6,6,6,6,6,6,6,6,6,1,1
1115471,7,6,6,6,6,6,6,6,6,6,6
1174607,6,6,6,4,6,6,5,6,6,1,2
1388535,6,6,6,6,6,6,6,6,6,1,1
22451,5,5,5,7,7,4,4,6,5,2,6
88689,6,6,6,7,6,6,6,6,6,6,6
121297,7,7,6,7,7,6,7,6,8,8,8
1258534,7,6,6,7,7,6,6,7,5,1,7
73350,6,5,4,4,6,5,4,5,5,6,6
66897,3,6,6,6,6,4,5,6,6,5,2
51334,6,6,6,6,6,6,6,6,6,8,8
1364599,8,8,6,7,7,7,7,6,3,3,1
97982,6,5,6,6,6,5,5,6,6,1,1
96127,6,6,5,6,8,6,7,6,6,2,3
1364598,7,7,6,6,7,6,6,6,5,8,8
1259995,6,7,6,6,6,5,6,6,6,1,1
20113,6,6,6,6,6,6,6,6,6,1,1
97327,6,4,5,4,7,5,5,6,6,1,1
1205336,6,6,6,6,8,6,6,6,6,2,1
20651,2,1,1,4,8,3,2,5,1,6,2
100326,6,6,6,6,6,6,6,6,6,1,1
100822,6,1,1,1,6,1,1,1,1,6,6
16707,3,3,3,3,3,3,3,3,3,3,3
1115471,6,6,6,7,7,6,6,6,6,4,1
5000983,6,6,6,6,6,6,6,6,6,4,4
3638,4,4,4,4,4,5,6,2,2,3,5
105150,5,6,5,5,2,5,5,6,1,5,5
111720,6,6,6,4,3,6,6,6,6,1,1
112104,2,2,2,2,7,3,2,3,3,5,6
109188,6,6,6,6,6,6,6,6,6,1,1
12314,5,4,5,4,4,4,5,5,4,4,4
31210,3,5,5,5,4,4,3,3,4,1,1
10483,6,7,6,6,8,6,6,6,6,6,6
54908,1,2,6,6,6,6,6,5,6,6,6
1427656,8,6,6,7,1,6,6,5,6,8,1
111720,6,6,6,6,5,6,6,6,6,3,3
121297,5,6,5,5,5,5,5,5,5,4,5
28482,6,6,6,6,6,6,6,6,6,6,6
1138915,6,6,6,7,7,5,6,5,6,1,1
1172850,1,1,1,1,2,1,1,1,1,1,1
1342712,6,6,6,6,8,6,6,6,6,1,1
111726,6,6,6,6,6,6,6,6,6,1,1
1150496,6,6,6,6,6,6,5,6,6,1,1
1070317,3,3,7,7,7,1,1,1,1,6,6
104910,6,2,3,4,6,2,1,2,2,4,3
56160,6,6,6,5,5,6,6,6,5,5,1
1190158,6,6,6,6,6,6,6,6,6,6,6
24087,1,2,3,3,3,3,3,6,4,5,2
100326,7,6,6,7,7,6,5,6,6,6,1
1296698,8,8,5,5,1,8,5,6,6,1,6
48449,6,6,5,6,3,5,4,5,4,3,4
123204,6,4,4,4,4,4,4,4,4,4,4
97980,3,3,2,3,2,1,3,4,2,4,2
94501,6,6,5,5,5,5,5,4,6,6,6
43834,6,6,6,6,7,6,6,6,6,1,1
45352,6,6,6,7,6,5,6,6,6,5,1
47577,6,6,6,6,6,6,6,6,6,1,1
52130,6,6,6,6,5,5,6,6,6,5,4
12699,5,6,5,4,4,6,6,6,6,1,8
104438,6,5,5,6,6,4,5,4,4,6,6
1132318,6,6,6,6,6,6,6,6,6,6,6
100326,8,5,5,5,7,6,6,6,6,1,1
63344,6,5,6,6,8,6,6,6,6,4,4
1151035,6,6,6,6,6,6,6,6,6,1,1
1110362,6,7,6,6,7,6,6,6,5,2,4
113277,6,4,4,5,6,6,6,6,1,6,6
5001156,5,5,6,5,5,5,5,5,5,5,5
1404207,6,6,6,6,8,6,6,6,6,6,1
54830,6,6,6,6,6,6,6,6,6,1,1
2015,6,5,5,3,3,5,2,6,5,5,5
1267982,6,6,5,7,7,4,3,5,4,7,3
120717,7,7,5,5,8,5,4,8,6,8,1
111110,6,4,5,2,6,4,4,6,1,2,3
1078717,1,2,5,7,3,6,4,5,2,6,6
1164570,6,3,6,3,1,6,6,2,6,1,4
121026,6,6,6,6,6,6,6,6,6,6,6
99980,6,7,4,6,7,6,5,4,6,1,1
5001334,6,6,6,6,6,6,6,6,6,6,6
7623,4,6,6,6,6,6,6,6,6,6,6
20627,6,6,6,6,6,6,6,6,6,3,1
64937,6,7,4,7,8,5,4,6,4,6,4
1322391,6,4,4,1,1,1,1,3,1,4,4
1427564,6,5,5,6,8,5,5,6,5,4,6
13573,3,4,5,2,5,3,6,6,6,2,1
96389,6,6,6,6,6,6,6,6,6,3,2
1405548,6,6,6,6,8,5,6,4,4,2,1
1185928,6,7,6,5,8,6,6,7,5,1,1
1136442,6,6,6,6,6,6,6,6,6,3,3
112522,6,3,4,4,8,4,4,6,4,4,4
35443,6,7,6,6,6,6,6,6,5,6,1
1108441,6,6,5,6,7,6,6,6,6,1,1
1474629,6,6,6,6,6,5,6,6,6,6,1
1132448,5,5,5,5,5,5,5,6,5,5,1
121026,8,3,4,6,8,5,6,5,6,1,4
1214578,6,6,6,6,6,6,6,6,4,1,1
64748,6,5,6,6,6,6,6,6,6,5,1
11453,5,5,6,7,7,6,6,6,6,1,3
100326,6,7,6,7,6,7,6,6,8,8,8
3393,1,4,6,7,7,4,2,5,3,5,3
13207,3,4,4,7,7,6,5,4,6,1,1
102113,6,7,7,5,7,6,5,6,6,6,6
20698,6,6,6,6,6,6,6,6,6,1,1
52906,5,4,4,4,6,4,5,4,4,4,1
1466668,7,7,6,6,8,6,6,6,6,1,1
1427724,4,4,4,4,4,4,4,4,4,4,4
116624,1,7,6,7,8,6,6,6,6,1,1
100324,5,5,5,5,5,5,5,5,5,5,5
97980,6,4,7,4,3,5,5,5,6,1,1
55998,6,6,6,6,6,6,4,5,4,4,3
1151651,6,5,5,5,7,6,6,5,6,3,1
1376260,6,6,6,6,6,6,6,4,5,2,1
1190157,5,5,7,7,7,5,6,5,6,1,1
1165324,6,6,6,6,7,6,6,6,5,1,1
1483883,6,1,6,5,8,6,1,1,1,8,6
7274,3,4,4,4,7,4,3,5,4,5,3
7683,6,5,6,5,6,6,6,6,4,6,4
1890,6,2,4,7,7,2,2,2,4,6,5
2299,5,5,5,3,2,4,4,3,3,6,6
111720,6,6,6,6,6,6,6,6,6,6,6
1363805,8,8,5,4,8,8,8,5,8,8,1
57686,6,3,6,8,6,4,5,3,4,6,6
95005,6,6,6,6,7,5,6,6,6,1,1
7940,4,3,3,3,4,4,3,6,2,6,6
5000027,4,6,5,6,6,6,1,6,1,6,5
1191027,4,5,4,5,4,5,4,4,5,4,4
12311,1,5,6,7,7,4,5,5,5,2,3
5000879,6,6,6,6,6,6,6,6,6,1,1
14365,2,2,4,2,1,6,6,6,4,5,1
1185928,7,7,4,5,7,7,4,5,4,2,6
9119,6,6,5,8,8,6,5,4,4,5,6
22446,3,2,2,4,8,3,3,2,3,3,6
20048,6,6,6,6,6,6,6,6,6,6,6
7287,6,3,4,1,1,2,1,4,1,6,6
3560,4,6,6,6,6,6,6,6,6,2,1
111720,6,6,6,6,8,6,6,6,6,5,1
6498,6,6,6,6,2,6,5,6,6,1,1
95393,6,6,6,6,6,6,6,6,6,6,6
7773,6,6,6,6,6,6,6,6,6,1,1
1304602,7,6,6,6,8,6,6,6,6,1,1
1443967,6,6,6,6,5,6,6,6,5,1,1
100326,6,6,6,6,6,6,6,6,6,1,1
98045,3,2,2,3,3,4,4,3,4,5,2
85524,6,6,6,7,8,3,4,4,5,2,1
51314,6,6,6,6,6,6,6,4,6,5,1
66290,6,6,5,5,5,5,5,5,5,5,1
80638,2,6,6,7,7,4,4,6,5,4,6
68048,6,6,6,7,7,4,4,6,5,5,1
68924,5,4,4,4,4,2,2,5,1,1,2
1385534,6,1,2,6,6,5,5,6,5,5,5
100326,6,6,6,6,6,6,6,6,5,1,1
117554,6,6,6,7,6,6,6,6,6,2,1
27111,4,1,4,7,2,3,1,6,1,6,6
6395,4,4,5,6,6,6,6,4,4,6,6
1454061,4,3,4,7,7,3,3,5,1,6,6
23599,3,1,2,7,8,1,2,4,2,4,5
1183351,4,2,3,7,1,2,2,4,1,6,5
105944,6,4,5,6,5,4,4,6,6,1,1
89849,6,6,6,6,5,7,5,6,6,1,3
116568,2,4,6,7,7,3,2,5,2,5,6
51277,6,5,3,7,7,5,5,3,4,1,1
82494,2,1,3,7,1,2,1,1,2,6,6
66052,6,6,7,7,6,6,6,4,5,4,6
20428,6,6,6,7,6,6,6,6,5,3,1
1187611,6,6,6,7,8,6,6,6,5,1,1
7942,5,7,6,7,7,5,5,6,4,5,1
96213,6,6,6,6,7,3,6,6,6,1,1
62488,6,6,6,6,8,4,4,6,3,6,6
104490,6,6,6,6,6,6,6,6,6,1,1
97980,6,5,6,6,4,6,6,6,6,5,1
19529,2,1,7,4,8,3,5,6,3,6,6
20018,6,6,6,6,6,5,5,6,6,6,6
99008,6,6,6,6,8,5,5,6,5,4,6
97980,6,6,6,6,7,6,6,6,6,1,6
7299,6,3,5,6,5,6,5,2,5,4,5
5000983,6,6,6,6,6,6,6,6,1,3,7
123797,8,8,8,8,8,8,8,8,8,8,8
1367868,6,6,6,6,6,6,6,6,6,1,1
95393,6,7,7,7,7,3,3,3,4,4,3
1170114,6,6,6,6,6,6,6,6,5,1,6
5001258,6,5,6,6,8,6,6,6,6,1,2
1314982,8,8,4,5,6,3,5,4,5,4,1
51299,3,3,3,3,3,3,3,3,3,3,3
97982,6,5,4,4,5,5,4,3,4,7,2
1322305,7,7,7,7,7,7,7,6,6,1,1
4274,5,7,5,7,7,2,3,5,1,6,6
1304840,6,6,6,6,6,6,6,3,6,1,1
1276413,1,2,2,2,7,3,3,4,2,5,1
1170032,5,2,3,7,2,3,1,6,1,6,6
1170122,6,6,6,6,7,6,5,6,6,6,1
1215490,6,6,6,5,4,6,6,4,5,1,5
30885,6,6,6,6,6,6,6,6,6,6,6
28098,6,6,6,6,6,6,6,6,6,1,1
104390,3,3,3,3,4,4,5,4,3,3,3
104908,3,3,3,3,3,3,3,3,3,3,3
13998,6,6,6,5,5,4,4,6,2,6,6
1258536,5,5,5,5,2,5,5,5,5,5,5
72673,3,4,2,5,2,2,1,3,6,6,6
98017,5,6,6,7,6,5,6,6,6,2,1
69174,5,6,6,5,5,4,5,3,5,4,1
1190158,6,4,6,6,8,6,6,6,6,6,6
15788,6,6,4,6,6,4,2,6,2,6,6
56160,6,6,6,4,6,6,6,6,6,1,1
1334243,8,6,6,6,6,6,6,6,6,1,1
1189824,6,6,6,6,8,6,6,6,6,1,8
1077769,6,4,4,1,5,4,5,3,6,1,1
66203,4,4,6,4,4,6,6,6,6,6,6
1423128,6,6,6,6,7,6,6,5,5,1,1
94901,6,6,6,6,5,8,6,6,6,1,3
1310489,6,6,6,6,6,6,6,6,6,1,1
14876,6,5,6,6,6,5,4,6,3,3,1
18592,5,4,1,7,2,5,5,3,6,1,3
75138,2,2,4,2,1,2,2,6,4,2,6
1323836,6,6,6,6,5,5,5,5,5,2,2
97980,6,2,4,4,3,4,4,4,3,4,3
1525724,6,6,6,6,8,6,6,6,6,1,1
1364598,6,2,6,5,1,6,6,6,5,1,1
1497547,6,2,2,5,5,5,5,6,6,4,2
1419795,6,6,6,6,6,6,6,6,6,1,1
6748,6,6,6,7,7,6,6,6,6,1,1
96171,6,6,6,7,7,5,4,6,5,6,3
97980,6,6,6,6,7,5,5,6,5,2,1
1116776,3,4,3,3,8,5,5,6,6,5,6
121202,7,7,6,7,5,7,8,8,6,8,4
5001268,6,6,6,6,6,5,6,6,6,2,1
121492,1,3,6,6,7,5,5,6,6,1,6
1387470,6,3,5,7,8,5,4,6,3,5,5
99012,6,5,6,5,7,5,5,5,5,1,1
39461,6,4,5,4,6,5,6,6,1,6,1
1382708,6,6,6,6,8,6,6,6,6,1,1
1161357,5,3,5,7,1,5,3,5,5,5,8
39072,6,6,6,6,6,6,6,6,6,1,1
121093,6,6,6,6,6,6,6,6,6,1,1
1131042,8,7,8,6,8,6,6,6,6,1,1
167,3,4,5,7,7,3,3,4,4,2,1
30338,6,2,6,7,4,6,4,6,6,3,1
21246,6,6,5,6,6,6,6,6,6,6,6
96010,6,6,6,6,6,6,6,6,6,1,1
69846,6,7,6,6,6,6,6,6,6,3,6
1164205,7,8,8,8,8,8,8,8,8,8,8
1258522,6,6,4,4,4,4,4,4,6,1,1
103101,6,7,7,7,6,5,5,6,4,5,1
18592,6,4,3,2,7,4,6,5,4,4,2
1331012,6,6,6,6,6,6,6,6,6,3,3
15597,6,6,6,6,6,6,6,6,6,1,1
1342814,6,7,4,8,8,4,3,3,3,4,4
40657,6,2,5,6,8,4,3,6,4,4,6
4918,6,1,3,3,4,5,5,2,4,4,4
15448,5,5,4,3,7,3,4,5,3,6,1
70387,6,8,6,7,6,6,6,6,6,6,6
114506,6,4,5,7,7,4,6,6,6,6,2
1210676,8,8,8,6,6,6,1,8,3,6,6
92301,2,2,2,2,2,2,2,2,2,2,2
47662,4,7,6,7,5,3,2,4,1,6,6
1428435,6,7,6,6,6,6,6,6,6,1,1
18842,6,6,6,4,8,5,3,6,5,6,3
1188884,6,6,6,6,4,4,4,6,6,2,1
96127,6,1,6,5,3,5,5,6,6,1,1
17110,6,6,6,6,6,6,6,6,6,6,6
91495,1,2,1,7,8,4,3,3,4,6,6
1390049,6,1,7,4,7,4,4,6,1,6,6
48929,6,6,6,6,6,6,6,6,3,5,5
53045,6,6,6,6,6,6,6,6,6,1,1
6571,3,2,5,3,5,3,3,6,1,3,6
5000480,7,7,7,7,7,7,7,7,7,7,7
121026,6,6,5,6,5,6,6,6,6,1,4
97980,6,5,7,5,7,7,6,5,5,5,7
1077151,6,6,6,6,6,6,6,6,6,1,1
79036,6,6,6,6,6,6,6,6,6,1,3
105186,6,6,6,7,6,4,4,4,5,1,1
111720,6,7,6,5,1,6,6,6,6,1,1
111730,5,6,5,5,6,5,5,3,3,6,6
866,6,6,6,7,6,5,5,1,6,5,1
1348192,6,5,6,8,8,6,3,2,6,2,1
1185929,7,7,7,7,6,7,7,7,6,7,1
17604,6,6,6,6,6,6,6,6,5,4,1
1444018,6,5,4,8,8,5,5,6,5,3,1
3840,5,5,4,4,5,5,3,6,5,4,1
12314,3,4,5,2,5,3,3,6,2,6,5
1484722,6,6,6,6,8,6,5,6,6,1,1
95983,4,4,5,4,5,2,2,5,6,2,1
111720,6,6,6,6,6,6,6,6,6,1,1
1376003,7,6,6,3,2,6,3,3,3,4,6
65428,6,6,6,6,8,6,6,6,6,1,3
88322,8,6,6,6,8,6,6,6,6,3,1
95219,8,6,6,6,5,5,5,6,6,1,4
1321510,5,3,4,3,8,4,3,5,5,2,2
8253,6,5,5,4,6,5,4,5,5,5,2
51125,6,4,6,5,1,4,4,3,2,1,2
19537,2,1,3,1,3,1,1,1,1,6,6
20917,6,6,5,6,4,5,6,6,6,2,4
89335,5,5,6,5,6,6,6,2,3,3,6
100326,6,6,6,6,6,6,6,6,6,1,1
99010,6,5,6,7,6,5,5,6,6,6,6
104432,6,6,6,6,6,6,6,6,6,1,1
1101544,3,5,5,7,5,4,4,5,5,3,1
121297,6,6,6,8,6,6,6,6,6,6,1
7497,5,7,5,5,5,7,5,5,5,5,2
1354605,6,6,6,7,6,4,4,6,2,4,6
51664,6,6,6,6,6,6,6,6,6,6,6
31573,6,1,7,7,7,4,2,6,3,6,2
20318,1,6,6,6,6,6,4,3,3,7,1
1454867,6,6,6,6,8,6,6,6,6,1,1
1321511,6,6,3,4,6,4,4,5,5,1,2
123077,4,6,3,4,8,3,4,5,6,6,1
118180,6,5,6,6,7,6,7,2,3,6,6
104404,6,5,6,6,6,6,6,6,6,6,3
113585,1,3,3,7,7,3,3,1,4,6,6
150147,6,7,6,6,7,6,5,6,4,4,1
96127,6,6,6,6,6,6,6,6,6,1,1
88923,6,6,6,6,7,5,6,4,5,4,4
121093,6,2,1,2,2,2,1,2,2,5,4
110834,6,6,5,5,6,6,3,4,5,4,8
27111,6,1,1,1,3,1,3,6,8,6,6
105440,5,6,6,4,5,6,6,5,6,1,4
1028,5,5,5,4,4,6,6,5,6,4,6
121297,6,6,6,6,5,6,6,6,6,6,5
1057086,6,6,6,6,6,6,6,6,6,6,6
20227,6,6,6,6,6,6,5,6,6,1,4
74659,5,5,5,5,5,5,5,5,5,3,6
38204,5,4,5,3,3,5,5,5,5,4,4
12317,3,4,2,4,5,3,4,5,6,3,1
8692,6,6,6,6,6,5,6,6,5,1,1
68435,5,1,2,2,2,3,2,5,4,6,6
1132448,6,6,6,6,6,6,6,6,6,1,6
100324,7,6,6,7,5,6,6,6,6,1,1
117606,6,6,6,6,6,6,6,6,6,1,1
1149888,6,6,6,6,7,6,5,6,4,3,4
7299,6,3,3,4,3,3,5,5,4,1,2
35871,6,5,5,5,5,5,5,3,4,4,5
86737,6,6,6,1,5,5,4,6,6,6,2
7770,4,5,4,5,4,3,3,3,3,4,5
1556815,6,6,6,6,8,6,6,6,6,1,4
48497,6,4,6,6,6,6,5,4,6,3,6
8518,5,5,5,6,8,3,4,4,6,1,6
116378,8,8,8,8,8,8,8,8,8,8,8
99028,1,2,5,3,7,3,3,5,2,6,5
1322798,5,5,5,5,3,4,4,4,5,3,5
11726,7,3,6,3,7,5,4,6,6,1,1
1405009,6,3,3,1,8,4,4,6,6,1,1
1442975,6,5,6,6,7,5,5,6,6,2,1
106672,6,6,6,6,4,5,6,6,6,6,6
48929,6,5,6,4,3,6,6,6,6,6,6
100326,6,7,4,4,8,7,3,5,5,8,1
1298914,6,6,6,6,6,6,6,6,6,1,1
1188747,6,6,6,8,8,6,6,5,6,3,4
97881,6,4,4,4,4,3,3,4,2,4,4
11993,2,4,4,6,7,6,5,2,4,1,5
100766,8,5,6,3,8,4,5,6,6,1,1
1178366,7,3,7,7,7,6,5,8,8,8,8
1057086,6,6,6,7,6,6,6,8,6,1,1
1205781,6,4,6,6,5,5,4,6,5,6,4
31667,3,7,4,4,7,4,4,6,6,2,5
14876,6,6,6,6,6,6,6,6,6,6,6
102322,6,6,6,6,6,6,6,6,6,1,1
97992,1,4,6,6,7,4,5,6,6,1,1
89335,6,6,6,6,6,6,6,5,4,5,1
100014,6,6,6,6,6,6,6,6,6,6,6
1443967,4,8,7,7,8,3,3,5,1,4,6
17936,6,6,6,6,6,6,6,6,5,4,4
102173,6,2,6,1,6,2,6,6,5,5,1
3395,1,6,6,7,6,6,2,2,4,6,6
1405550,5,5,5,4,3,4,5,4,3,4,6
1330169,6,5,6,6,8,6,6,6,6,3,1
19501,4,4,4,4,5,5,5,5,5,5,5
7770,7,8,8,8,6,8,8,8,8,8,8
1385079,1,1,4,1,4,4,4,6,5,4,4
1088265,6,6,6,6,1,5,6,6,6,1,1
69812,6,3,3,6,6,3,3,6,6,1,8
11318,5,4,6,6,6,3,4,6,2,5,1
1303485,8,8,8,8,8,8,8,8,8,8,8
99513,3,4,6,7,6,4,6,6,6,6,1
1342524,1,2,2,8,4,1,1,1,3,6,6
88923,6,6,6,6,7,5,5,6,6,1,6
1354630,3,6,6,2,2,4,5,6,6,1,1
79764,6,5,6,4,7,4,4,5,5,3,1
1105025,6,6,6,4,4,6,6,6,6,3,1
1260005,6,6,6,6,8,6,6,6,6,1,1
104578,6,6,6,6,6,6,6,5,6,4,4
111726,6,6,5,6,6,6,5,6,5,3,2
18997,6,6,6,6,6,6,6,6,6,1,1
111720,6,2,3,3,2,4,4,3,3,3,4
45268,6,6,6,7,6,6,6,6,4,1,4
72939,6,6,6,6,6,6,6,6,6,1,1
1349239,6,6,6,6,8,6,4,4,4,2,1
1057086,8,4,6,7,6,8,6,6,6,8,1
1100005,5,5,5,3,4,4,4,4,3,4,5
1342813,6,6,6,6,7,6,6,6,6,1,1
