CO_CURSO,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79
14363,2,3,3,3,3,2,2,6,6,6,6
111720,5,4,5,5,4,5,5,2,3,3,3
67957,6,6,6,6,6,6,6,6,6,6,6
1387214,5,4,4,4,3,6,6,5,5,5,5
1279540,6,4,4,4,5,4,2,6,2,5,5
54908,6,5,4,5,4,4,3,4,4,2,1
66097,6,6,6,6,6,6,6,6,5,2,8
1165118,6,6,6,6,8,6,6,6,6,1,1
1340998,6,6,6,6,6,6,6,6,6,6,6
19844,5,6,6,6,6,6,6,6,6,6,3
1306349,6,5,6,5,5,6,6,6,5,5,1
1170032,6,6,6,6,6,6,6,6,6,1,4
5498,4,4,5,6,7,6,6,6,5,1,1
5835,4,4,6,5,6,5,5,2,3,4,4
1379781,8,8,6,6,7,6,6,6,6,1,1
1427731,6,6,6,6,7,6,6,6,6,1,3
117595,6,6,6,6,6,6,6,6,6,1,7
54830,6,6,6,6,6,6,6,6,6,1,1
96127,5,6,6,6,6,6,6,6,6,6,6
49930,6,7,6,6,7,5,6,6,4,4,6
19570,5,6,6,6,7,5,5,6,4,6,6
54602,6,6,6,5,8,6,6,6,6,6,6
1205354,3,2,3,3,3,4,4,6,1,5,1
1304626,5,4,4,3,4,5,5,4,5,4,4
1483828,6,6,6,7,6,6,4,6,6,1,1
7497,6,6,6,6,6,6,6,6,6,1,1
10597,5,3,6,2,6,5,5,5,5,6,1
21095,6,6,6,1,1,6,6,6,6,4,4
1429950,6,6,5,7,8,5,5,3,5,3,5
16244,6,6,6,4,4,6,6,6,5,1,2
115867,3,1,2,4,8,2,5,5,6,1,6
7507,6,7,6,7,6,5,6,6,6,1,1
117078,1,4,3,3,2,3,2,3,3,2,3
90659,6,6,6,4,5,5,5,6,6,1,1
1314982,6,6,6,6,7,6,6,6,6,1,1
123018,6,4,3,3,3,4,5,4,4,5,5
66232,6,6,6,5,5,5,4,5,5,5,5
7525,6,5,6,5,8,4,4,6,6,2,3
148,1,2,3,2,1,1,1,1,1,6,6
100296,6,6,6,6,6,6,6,6,6,1,1
20925,3,3,6,7,6,6,6,6,6,5,5
1115208,6,6,6,6,6,6,6,6,6,6,6
54997,6,6,6,6,6,6,6,6,6,4,1
305484,5,5,5,5,5,5,6,5,6,4,3
23599,6,4,6,4,2,6,6,6,6,3,6
1190158,6,6,6,6,7,6,6,6,6,1,1
1267982,6,3,4,2,1,4,5,5,3,3,3
100296,8,8,6,8,8,5,5,6,6,4,3
12824,5,5,4,7,6,4,4,5,4,4,3
80366,6,6,6,6,6,6,6,6,5,5,6
1077769,6,6,6,6,6,6,6,4,4,4,1
1420166,6,3,3,6,8,5,3,2,3,5,3
1495596,7,7,5,7,7,7,7,7,7,7,7
1165118,6,5,6,6,4,5,5,5,5,5,5
97980,6,6,6,6,8,6,6,6,6,1,1
111720,4,7,4,7,7,4,4,4,5,5,1
121026,6,7,6,6,7,6,6,6,6,2,6
1139493,1,5,7,7,7,7,7,7,6,6,6
1571464,6,6,6,6,6,6,6,6,6,1,1
1116776,6,8,6,6,8,6,6,6,6,1,1
114506,2,2,3,2,1,1,1,6,4,3,1
121093,6,7,4,3,6,7,7,4,6,6,5
11722,6,5,6,6,6,6,5,6,6,2,1
1313405,6,5,6,4,8,6,6,6,6,2,1
1115471,6,6,5,5,8,6,6,6,5,5,5
96236,6,3,6,5,6,6,4,5,4,4,6
1487836,8,6,6,4,6,5,5,6,6,2,1
19495,1,7,5,5,7,4,4,3,5,2,3
1142604,8,6,6,8,8,6,6,6,6,8,8
11294,6,4,4,7,7,4,4,4,4,5,3
1170032,7,6,6,5,6,5,5,4,5,5,5
52258,4,5,6,7,5,5,5,6,6,1,1
10220,5,5,5,5,5,5,5,5,4,1,1
79904,6,6,6,6,6,6,6,6,3,4,4
64587,6,6,6,6,7,6,6,6,4,2,1
95500,6,5,6,6,7,6,5,6,6,4,5
34523,6,6,4,6,6,6,6,6,6,1,1
8101,6,6,6,6,6,6,6,6,6,1,1
5615,6,7,5,7,6,6,6,6,6,2,2
14713,1,2,5,7,7,4,4,6,5,1,1
1322849,6,6,6,5,5,6,6,5,5,4,3
112522,8,8,5,8,8,8,8,8,8,8,8
1427743,5,4,4,5,5,6,5,5,5,5,5
1124348,6,7,6,6,7,6,6,6,6,4,6
18841,6,6,6,3,6,6,6,6,5,3,1
10792,6,5,6,6,6,6,6,6,6,6,6
19495,1,1,6,1,4,3,3,4,4,6,1
21300,4,4,4,4,4,4,4,4,3,3,6
96004,6,6,6,6,6,6,6,6,6,1,1
104786,6,6,6,6,3,6,5,5,5,4,4
100326,8,8,8,8,8,8,8,8,8,8,8
7464,6,5,5,5,8,5,4,5,5,2,3
1164570,6,6,6,6,6,6,6,6,6,6,1
75082,2,2,5,2,5,2,3,2,2,6,6
1190157,6,6,3,4,1,4,5,3,5,3,6
97964,6,6,6,6,8,6,6,6,6,2,1
5001384,6,6,6,6,7,5,6,6,5,4,1
1422041,6,6,6,6,6,6,6,6,6,3,2
68435,6,3,3,8,6,4,4,6,6,1,1
10792,2,1,3,1,1,1,4,6,1,6,6
1364840,8,6,6,6,6,6,8,8,8,8,1
1307704,6,6,6,6,6,6,6,6,6,1,1
1285814,8,7,7,7,7,6,6,1,3,8,8
31336,1,4,2,4,1,1,4,5,6,2,3
1888,6,7,6,7,7,4,6,6,2,5,5
1404207,5,4,4,4,1,4,4,4,4,4,1
4280,6,6,6,6,4,5,3,5,5,6,1
1280460,6,6,6,6,6,5,3,6,6,4,6
1292697,6,6,6,6,6,6,6,6,6,1,3
14363,2,7,4,7,1,2,2,6,6,6,5
1496075,7,7,6,6,8,7,7,6,6,7,1
1466682,8,8,8,6,8,8,8,6,5,8,1
3484,5,7,6,7,7,4,5,5,4,6,6
1132448,8,8,8,7,8,8,8,6,8,1,1
16624,6,6,6,6,5,5,6,4,6,1,1
100326,8,6,6,8,6,6,6,6,6,6,6
1292571,7,6,6,7,7,1,1,1,4,6,6
101110,6,6,6,6,6,6,6,6,6,1,1
1108247,6,5,5,6,6,5,5,6,5,4,2
3137,3,3,4,1,4,2,3,3,2,6,6
1283943,6,6,5,4,1,6,6,6,6,3,1
1303485,6,6,6,6,5,6,6,6,6,1,1
97982,6,7,5,7,8,6,6,6,6,1,1
102173,6,3,2,7,5,4,4,6,3,6,6
95845,6,6,6,6,6,6,6,6,6,6,6
31041,6,7,6,5,7,6,5,5,5,2,1
1466656,6,6,6,6,6,6,6,6,6,1,1
1170317,6,6,5,5,7,5,4,5,4,4,4
1116776,6,7,6,7,7,8,6,6,6,1,1
1385214,4,4,3,7,3,7,7,5,6,6,1
72197,3,2,6,6,5,4,6,3,1,5,6
66897,2,7,5,5,8,4,3,4,5,4,1
46976,6,6,6,6,6,6,6,6,6,1,1
1396028,6,5,5,5,8,5,5,5,5,5,2
303931,6,2,4,1,5,6,3,3,5,3,1
1164570,6,4,6,2,8,5,5,6,6,1,1
81212,6,6,6,6,8,6,6,6,6,1,1
1307704,6,6,6,6,6,6,6,5,6,1,1
58118,6,6,5,6,6,5,4,6,5,5,1
111720,6,7,6,6,7,6,6,6,6,4,3
121370,6,6,6,6,6,6,2,6,5,2,1
1279540,6,6,6,5,4,4,4,4,4,3,6
19305,6,6,6,5,4,5,5,5,5,5,1
1185928,8,6,6,6,8,6,6,6,6,6,6
1113135,6,6,6,6,6,6,6,6,6,1,5
1387642,6,6,6,6,8,6,8,6,8,6,6
111720,6,1,4,4,1,4,4,5,4,1,1
111720,6,6,5,5,7,6,6,6,6,1,1
1455357,7,7,7,7,7,5,5,7,4,7,8
1164570,4,2,4,3,8,4,4,5,6,1,1
100326,5,5,5,5,8,5,8,5,5,5,1
1303698,6,6,6,6,6,6,6,5,5,3,4
97992,5,7,6,5,7,5,5,6,4,5,1
1283944,6,6,6,6,6,6,2,6,2,3,1
1364629,1,6,6,4,6,6,6,6,6,6,6
106672,6,6,6,6,6,6,6,6,6,1,1
1468851,6,6,6,6,7,6,6,6,6,1,1
27656,6,3,6,6,7,4,4,4,5,3,6
97980,6,4,5,4,1,5,5,6,1,1,6
4964,6,4,4,4,6,6,6,6,5,2,1
95974,4,4,4,4,3,4,4,1,2,6,6
1321977,6,6,6,7,7,6,6,6,6,1,1
97990,5,6,6,3,3,6,6,6,6,6,6
94819,6,4,6,5,4,6,6,6,4,3,6
121026,6,6,6,1,6,6,5,6,8,3,1
1181317,6,1,1,1,6,6,7,6,6,8,1
1411586,6,6,6,6,8,6,6,6,6,1,1
7378,6,6,6,6,6,6,6,6,6,1,1
10966,6,6,6,6,8,6,6,6,6,1,1
7136,5,5,6,6,5,6,6,6,4,2,4
104910,6,5,5,3,6,4,4,5,5,4,1
312703,5,4,5,4,3,2,4,4,4,6,2
23596,5,3,4,3,7,5,5,5,4,2,2
121026,6,6,6,6,6,6,6,6,6,6,6
15448,6,6,6,7,7,6,6,6,6,8,8
1187550,5,2,3,3,4,4,5,4,4,4,3
1314232,6,6,6,6,6,6,6,6,6,6,6
1398175,5,7,4,4,8,4,4,5,5,1,1
1407888,7,3,7,8,8,4,5,6,6,1,1
89824,6,6,6,6,6,6,6,6,6,6,3
1151741,6,6,6,6,6,6,6,6,6,1,1
1261265,6,6,6,6,7,6,6,6,6,1,1
18342,6,6,6,6,6,5,6,4,6,4,1
1149949,6,4,5,4,8,1,1,6,1,6,6
73350,6,5,6,7,6,5,4,6,6,3,1
74094,6,7,6,7,8,6,6,3,6,4,1
96220,6,4,6,8,8,6,6,6,6,1,1
1115471,6,6,6,6,8,6,6,6,8,5,5
2082,6,6,6,6,6,4,4,6,4,5,1
17088,6,6,4,6,6,4,4,4,3,6,5
10794,6,3,5,4,6,4,5,5,6,1,8
70442,6,6,6,6,8,6,6,6,6,1,1
1164205,8,8,8,8,8,8,8,8,8,8,1
14356,3,5,6,4,2,5,5,6,5,4,2
68315,5,5,4,2,5,3,2,6,1,6,2
8386,6,1,4,6,6,5,5,6,6,1,1
1375246,6,5,6,7,7,5,5,6,6,1,1
1455357,5,5,5,5,5,5,5,5,5,5,5
70442,6,6,6,6,6,6,6,6,6,6,6
77272,6,6,7,6,6,6,6,6,6,2,1
13204,2,3,6,7,7,2,3,6,4,2,8
1054683,6,6,6,6,6,6,6,6,6,6,6
52906,6,6,6,6,6,6,6,6,6,6,6
96711,6,7,6,5,6,6,6,6,6,6,7
1454772,3,1,2,1,2,4,4,4,5,2,4
33037,6,6,6,6,7,6,6,6,6,1,6
12325,6,6,6,6,6,6,6,6,6,6,6
105494,6,6,6,6,6,6,6,6,6,1,1
111720,6,6,6,6,8,5,4,6,6,1,1
1077315,6,6,6,6,6,6,6,6,4,6,1
111730,6,7,7,8,5,5,5,5,6,3,4
111720,6,5,6,6,5,5,6,6,6,1,1
95577,6,6,6,6,6,6,6,6,6,1,1
111720,6,7,6,1,7,6,6,6,6,1,1
14363,3,7,4,7,7,1,3,6,6,1,1
2015,6,1,4,5,7,5,5,5,5,5,5
1342814,6,6,5,5,7,6,6,5,5,1,1
111720,6,6,6,6,8,5,5,4,6,1,1
1315,6,4,6,6,6,4,5,6,6,5,5
305484,5,7,3,2,1,4,3,5,3,5,2
1443967,6,5,6,7,8,5,5,5,6,1,1
1083680,4,4,4,4,4,4,4,4,4,4,4
5329,6,6,6,6,6,6,6,6,6,6,6
1403991,6,6,6,6,8,6,6,6,4,2,1
11998,6,6,6,7,6,1,6,6,1,6,6
1382605,5,4,4,4,8,4,4,4,5,3,3
308,1,1,3,7,7,5,5,6,6,1,4
7942,3,3,3,2,3,3,4,6,6,4,4
1384075,6,6,6,6,6,6,6,6,6,6,6
100326,6,6,6,7,6,8,6,8,6,2,6
24092,1,7,3,7,7,3,4,6,2,3,6
49690,6,5,5,2,6,6,6,4,5,3,2
88332,6,5,6,5,8,6,6,6,5,3,3
1427705,6,5,4,5,5,5,5,5,5,1,3
1441848,6,6,6,6,6,6,6,6,4,4,6
1450868,8,8,8,8,8,8,8,8,8,8,8
55077,6,6,6,6,7,4,4,4,4,1,1
90845,6,5,5,6,5,5,5,5,5,3,3
99962,6,6,6,6,3,6,6,6,3,6,6
105790,6,4,4,6,6,6,6,5,6,2,3
1551001,6,6,6,6,6,6,6,6,6,1,1
1140245,6,6,6,7,6,6,5,1,6,8,6
1116842,6,6,6,6,8,6,6,6,6,1,1
89853,6,6,6,6,6,5,6,6,6,1,1
11106,6,6,6,6,6,6,6,6,6,1,1
97980,6,6,5,5,4,6,5,5,4,4,6
8473,6,6,6,6,4,6,6,4,6,6,5
5001267,6,6,6,4,6,5,5,6,6,1,1
1174688,6,6,6,5,1,5,5,6,6,1,1
97147,6,6,6,6,6,6,6,6,6,1,1
1382605,4,4,5,5,2,2,2,5,3,5,4
35443,5,3,6,7,7,5,5,5,2,4,6
67673,6,2,6,4,6,4,4,6,5,5,3
99008,6,5,5,5,8,5,5,5,6,1,1
19537,6,7,6,7,5,2,2,3,1,6,2
4912,5,4,4,4,5,4,5,5,5,4,3
16596,4,7,7,7,7,4,7,5,2,5,6
14363,3,4,4,5,3,3,3,5,3,4,1
89341,5,5,5,5,5,4,5,4,5,4,6
95791,5,4,4,3,6,5,5,5,6,5,3
1292571,6,6,6,6,6,6,6,6,6,8,6
54602,6,6,6,5,7,5,5,6,6,1,3
12941,2,7,4,6,7,2,3,5,6,4,1
4280,6,6,6,6,4,6,6,6,6,1,1
1258519,6,6,6,7,7,6,6,6,6,7,7
111388,8,7,6,6,6,6,6,6,6,1,1
1367191,6,5,6,6,8,6,6,6,6,1,1
56188,6,5,5,4,6,4,4,5,5,2,1
39132,6,1,6,7,7,4,4,2,6,1,6
12820,2,5,6,6,6,4,4,5,6,1,1
83126,6,4,6,3,6,2,4,5,6,6,6
9300,6,6,6,6,6,6,6,6,6,6,6
97980,6,6,6,6,8,6,6,6,6,6,4
18048,6,6,5,6,7,6,5,6,6,4,1
1563210,6,5,5,5,8,6,6,6,6,5,1
1321852,6,1,2,1,1,2,1,6,2,6,6
1445860,6,4,7,4,4,4,4,4,5,1,2
1903,6,6,6,7,6,4,4,6,5,1,5
46913,6,5,5,5,4,3,3,4,4,5,6
122394,6,6,6,6,1,6,6,6,6,1,4
120879,6,7,6,6,7,6,6,6,6,1,1
67666,6,6,6,6,6,6,6,6,6,6,3
80642,6,6,6,6,6,6,6,6,6,1,1
17524,6,6,6,6,6,6,6,6,6,1,1
89335,5,3,3,4,3,5,6,4,4,3,1
20762,7,7,7,7,7,7,7,6,5,5,8
1385234,6,8,8,6,6,6,6,6,6,1,1
97982,5,4,5,5,8,5,5,6,1,2,1
501,2,5,4,7,7,4,4,4,4,3,6
1280617,6,5,6,6,3,6,6,6,5,6,6
1425387,6,6,6,6,6,6,6,6,6,6,6
56188,6,6,4,6,6,5,6,6,4,3,1
1170032,6,6,6,6,1,6,6,1,6,6,6
104392,5,4,6,5,7,5,5,5,4,5,1
1122220,6,6,6,6,6,6,6,6,6,2,5
1192239,1,1,5,4,4,4,5,5,5,4,6
52912,6,1,6,6,7,6,6,3,1,6,3
1165324,4,3,4,3,3,3,2,3,3,3,3
150334,6,6,6,6,5,5,5,5,6,6,6
19303,6,6,6,4,6,6,6,6,6,2,1
100326,6,7,6,2,8,4,4,6,6,1,1
1166222,6,6,4,5,8,6,5,6,6,1,1
63492,6,6,6,6,6,6,6,6,6,6,6
1049561,6,6,6,6,6,6,6,6,4,4,1
99962,7,6,6,6,7,6,6,6,5,2,1
1374709,6,4,5,6,5,5,5,6,6,1,1
73054,3,3,4,4,6,4,2,6,2,6,6
7287,4,1,4,3,7,4,4,6,4,3,1
97990,7,6,6,6,6,6,6,6,6,6,6
1116776,6,5,5,7,7,7,4,5,6,1,1
81048,6,6,6,6,6,6,6,6,6,1,1
107014,1,1,1,1,1,1,1,1,1,1,1
1734,6,6,6,6,8,6,6,6,4,2,1
1203263,8,8,3,4,8,4,8,2,8,8,5
1105377,6,2,4,3,6,6,3,4,4,3,4
97980,6,6,6,6,6,6,6,6,6,1,1
111730,5,5,4,4,3,3,4,3,3,7,5
99012,6,6,3,3,8,2,8,5,2,2,8
29661,5,4,5,2,8,3,2,6,3,5,1
95855,2,3,3,5,3,4,3,4,3,2,3
19303,6,6,6,7,6,6,6,6,6,6,6
97990,6,3,3,7,5,6,6,6,6,1,1
1383026,6,4,3,4,1,5,4,2,3,2,6
20527,6,6,6,6,7,6,6,6,1,5,6
121297,7,6,3,3,6,3,3,3,3,3,3
116928,4,6,6,3,6,6,6,6,3,2,1
104484,6,6,6,6,6,6,6,6,6,6,6
50045,6,6,6,6,6,6,6,6,6,3,2
100638,5,7,7,7,7,6,6,4,4,6,6
1313494,6,5,6,5,1,6,6,6,6,1,1
95393,6,6,6,6,6,6,6,6,6,1,1
1314982,6,6,6,8,8,6,6,6,6,1,1
16817,5,5,5,5,5,5,5,5,5,5,5
1466656,8,8,8,7,8,7,5,8,3,8,8
49229,1,2,2,1,1,1,1,1,1,6,6
1260005,6,7,6,4,4,6,6,6,6,5,4
111730,6,4,6,7,4,6,4,2,7,7,6
106742,6,5,3,4,8,5,6,6,1,6,6
1576072,6,6,6,6,8,6,6,6,6,8,1
108986,6,3,5,6,2,4,4,6,4,4,1
116504,6,3,3,3,8,4,6,6,6,6,5
121026,6,6,6,6,4,6,6,6,6,1,1
97980,6,6,6,6,6,6,6,6,6,6,6
99505,1,1,4,6,5,4,4,6,6,1,1
12974,6,6,6,6,7,6,6,4,6,2,1
65249,6,3,6,5,7,5,5,6,5,2,5
1304602,3,3,5,3,1,5,6,4,5,1,3
1405577,6,6,6,6,6,6,6,6,6,6,6
8117,6,6,6,6,6,6,6,6,6,6,6
5000580,6,6,6,7,6,3,3,5,6,4,6
1164570,7,7,6,6,7,6,6,6,5,4,8
1170115,6,4,4,5,1,4,4,6,5,4,7
105192,4,3,4,2,2,4,4,2,3,5,6
53562,6,7,4,1,3,4,3,3,3,5,3
12571,6,5,6,7,6,5,6,6,6,6,6
54995,6,6,6,6,6,5,4,1,5,1,5
97982,8,5,6,8,8,5,5,5,5,8,6
1524035,1,6,7,6,7,6,7,6,6,1,1
113779,4,4,6,8,4,5,5,4,5,3,8
109886,6,6,6,3,5,6,6,6,3,4,4
1279711,6,6,6,7,4,6,6,6,3,6,6
104728,6,6,6,6,6,6,6,6,6,6,6
14223,6,3,3,4,5,4,3,6,3,6,5
11663,6,6,7,8,8,6,6,6,6,8,6
31662,6,5,6,6,6,6,6,2,6,1,1
48793,6,6,6,6,6,6,6,6,6,1,1
117490,6,5,5,5,7,3,4,5,5,2,2
19299,6,6,6,6,6,6,6,6,6,1,1
1179246,6,6,6,6,6,6,6,6,6,6,1
103408,6,6,6,6,6,6,6,5,6,4,6
111726,6,5,5,5,5,5,5,5,4,4,5
120879,1,6,6,6,1,2,3,6,6,1,1
1258522,6,7,2,2,2,6,4,5,2,6,6
1340998,6,6,6,6,5,6,5,6,6,1,6
1124348,6,7,8,8,8,8,8,8,8,7,7
1379288,6,1,3,6,1,2,2,3,3,4,3
11988,1,6,5,5,1,6,5,5,4,6,6
1261986,6,5,5,5,5,5,5,5,5,5,5
58084,1,7,5,1,5,5,4,5,3,6,5
54995,6,6,6,6,7,6,6,5,6,3,5
88332,4,1,2,3,7,6,5,4,2,3,3
5000983,6,6,6,6,6,6,6,6,6,1,1
1280204,6,6,6,6,6,6,6,6,6,1,1
1270437,6,6,6,7,7,6,4,6,6,1,1
1185322,6,2,2,3,2,3,4,3,6,6,6
15877,6,2,2,7,7,2,1,3,2,2,1
26391,6,6,6,6,6,6,6,6,6,1,1
34595,6,3,4,6,8,3,3,3,6,3,5
1,1,7,2,1,4,5,5,5,1,6,2
1265414,6,6,6,4,4,5,5,6,5,6,1
1280204,6,6,6,6,4,6,6,6,5,1,1
1321695,5,4,4,2,1,1,1,5,5,4,6
1124348,8,6,6,8,8,6,6,6,6,1,1
2030,6,6,5,7,3,4,5,3,6,2,1
17345,3,3,4,2,6,5,5,3,5,5,4
47116,6,4,4,4,3,4,4,5,3,5,5
37349,6,5,6,6,6,5,6,6,6,4,4
65369,2,6,7,7,6,4,3,6,4,4,1
51293,6,4,6,5,6,6,6,6,6,1,5
99012,6,4,5,4,3,4,5,4,6,6,5
8046,6,4,6,6,6,5,6,6,6,3,1
97147,6,6,6,7,6,6,6,6,6,1,1
8813,6,6,6,6,6,6,6,6,5,5,1
1285965,6,6,6,6,8,6,6,4,6,1,4
13395,6,6,6,6,6,6,4,6,6,1,6
123427,4,5,4,5,5,5,3,5,5,1,1
89309,6,6,6,6,4,6,6,4,4,2,6
20318,6,5,5,7,5,5,3,6,3,6,4
1138344,6,6,6,6,6,6,6,6,3,1,6
99008,7,7,6,7,7,7,6,6,5,1,4
1177033,6,4,7,7,7,7,4,5,5,1,3
1353192,6,6,4,5,8,5,6,6,6,1,1
111720,6,6,6,6,7,6,1,6,6,1,1
88024,6,7,6,7,6,5,5,4,1,6,6
1349480,6,2,6,2,1,6,4,3,1,6,1
1184744,6,6,6,6,6,6,6,6,6,6,6
1287255,3,1,6,7,6,5,6,3,6,1,1
1116776,6,1,6,1,8,3,7,6,6,6,8
96775,4,4,4,7,5,4,4,4,6,4,4
1205174,6,6,6,6,8,6,6,6,6,1,1
1171098,6,6,6,6,6,6,6,6,6,6,6
1328955,6,6,6,6,6,6,6,6,6,1,1
60082,6,6,4,1,2,5,3,5,1,6,1
72197,6,3,7,1,1,1,1,1,6,8,7
1363507,8,5,5,8,8,4,4,6,6,8,1
122406,6,7,6,6,7,6,6,6,6,7,7
1303554,5,4,6,2,1,5,5,6,6,2,3
100326,6,6,6,6,7,8,6,5,8,1,1
1182205,6,5,6,6,8,6,6,6,6,1,1
1190158,6,6,6,6,8,6,6,6,6,1,1
121093,5,5,5,5,5,6,6,6,6,5,1
7133,6,5,6,6,1,4,6,6,6,4,1
7715,6,7,6,1,7,4,4,6,5,6,4
1386402,6,6,6,6,7,6,6,6,6,1,1
66268,6,6,6,7,7,6,4,6,5,4,1
1190157,6,6,8,4,8,5,6,6,5,1,1
5498,6,5,6,6,6,1,6,6,1,6,6
17868,6,6,6,8,8,6,6,6,5,1,1
14876,5,5,5,5,5,5,5,5,5,5,5
86408,6,2,2,3,5,5,4,3,3,5,5
97982,6,3,5,3,3,3,3,3,5,3,2
1383231,6,6,6,6,6,6,6,6,6,6,6
116504,8,6,6,6,8,6,6,6,8,8,1
64443,6,6,6,6,6,6,6,6,6,1,1
1159868,6,5,5,5,4,4,4,5,4,1,1
1070648,6,2,6,6,8,6,6,6,6,1,1
18066,6,6,6,6,6,6,6,6,6,1,1
19999,6,6,6,6,6,6,6,6,6,1,1
66377,5,6,6,4,6,4,6,4,5,6,1
1185928,6,6,6,6,7,6,6,6,5,6,1
3926,6,6,5,5,6,4,2,4,3,4,1
102970,6,6,6,5,5,5,5,6,5,1,1
18824,6,6,6,6,6,6,6,4,4,5,1
97982,6,6,6,4,4,6,6,6,5,5,1
12698,4,6,6,7,7,6,6,6,6,6,6
111726,6,5,5,8,4,5,4,4,5,2,1
117606,6,6,6,6,6,6,6,6,6,1,1
104446,6,4,6,6,6,6,5,5,5,4,1
2214,2,3,5,6,1,2,3,6,3,5,1
1419679,6,6,6,5,5,6,5,6,5,5,4
1364840,6,6,6,6,6,6,6,6,6,1,1
100433,6,6,6,6,6,6,6,6,6,2,1
1111410,2,7,7,7,6,4,4,6,2,6,6
1313441,4,6,6,6,6,5,5,6,6,1,1
1204612,7,7,6,4,2,2,3,3,2,7,1
112000,4,4,5,4,4,5,4,5,5,5,4
1152440,4,4,6,5,2,5,4,4,1,5,4
1330221,1,1,5,7,7,4,5,6,6,6,1
89849,6,6,6,7,8,6,6,6,6,1,6
121297,6,6,6,6,7,6,6,6,6,1,1
102173,6,6,6,6,6,6,6,6,6,1,3
1170115,6,5,5,5,5,5,5,6,5,1,1
111720,6,6,6,6,6,6,6,6,3,1,1
20524,6,6,6,6,7,6,6,6,6,1,1
38905,6,6,6,6,6,6,6,6,6,1,1
1382768,7,6,6,7,7,5,6,5,6,1,1
107884,6,6,6,6,6,6,6,6,6,1,1
1385303,6,7,6,7,7,6,8,6,6,8,1
111108,1,1,6,1,1,1,1,1,1,6,6
87400,6,6,6,6,6,6,6,6,5,5,6
21270,6,6,6,6,6,6,6,6,6,1,5
1115471,6,6,7,7,6,7,4,6,6,1,1
1454772,6,5,5,5,6,5,5,5,6,1,1
1330852,6,7,6,7,6,6,6,6,4,6,4
121297,6,3,3,3,8,4,4,4,6,1,1
57392,6,6,6,6,6,6,6,1,6,1,1
20698,6,6,6,6,6,6,6,6,6,1,1
314238,7,7,7,7,7,7,7,7,7,7,5
1322305,5,4,5,5,4,4,4,5,4,5,4
100324,6,8,3,3,8,3,8,8,4,8,4
69220,6,6,6,7,7,6,5,3,6,6,6
23599,1,1,1,1,1,1,1,1,1,1,1
1514556,6,6,6,6,6,6,6,6,6,1,1
8295,1,3,4,1,3,2,1,4,3,4,6
87936,6,6,6,6,6,6,6,4,5,4,1
1313405,8,1,3,3,8,3,4,5,5,2,1
8806,6,5,6,7,6,5,4,3,2,6,1
1384434,6,6,6,6,6,6,6,6,6,6,6
1258519,6,6,6,6,6,6,6,6,6,1,1
97008,5,4,6,3,4,5,6,6,4,6,6
1385214,6,6,6,6,6,6,6,6,6,6,6
65435,6,6,6,6,6,6,6,6,6,6,6
94923,7,6,7,7,7,5,7,5,7,6,6
1342813,6,6,7,6,6,7,6,6,7,7,8
1642,6,6,6,6,6,6,6,6,6,1,1
10058,5,5,5,5,5,6,5,6,6,1,1
1342813,6,6,6,6,6,6,6,6,6,6,6
32885,5,5,6,5,5,5,5,5,4,5,2
11602,2,6,6,6,1,3,1,1,6,6,6
109188,6,6,6,6,6,6,6,6,6,6,1
44003,6,6,6,6,6,6,6,6,6,1,1
1321509,5,4,5,5,4,5,5,5,5,5,3
5498,5,5,5,4,6,4,4,4,4,4,4
68435,6,3,5,7,5,6,6,6,5,7,5
1313168,6,6,6,6,6,6,6,6,6,3,6
9292,6,6,6,6,7,6,6,6,6,1,1
97980,6,6,6,6,8,6,6,6,6,1,1
121093,7,5,2,4,5,4,3,3,5,8,1
1164570,6,6,6,6,8,6,6,6,6,2,1
773,3,3,6,5,3,4,4,4,3,5,3
5000994,6,6,4,4,8,2,1,6,6,4,8
1193534,6,6,6,6,6,6,6,6,6,1,1
97982,8,8,8,8,8,8,8,8,8,8,8
121202,6,4,4,6,6,6,5,5,6,7,6
1185941,7,6,6,6,7,6,6,6,6,2,1
49052,6,1,6,1,2,1,1,4,1,6,6
1175191,6,5,6,5,8,6,6,6,6,2,1
1484086,6,7,6,6,7,6,6,6,6,1,1
28159,6,6,6,6,6,6,6,6,5,6,3
97980,6,4,4,4,2,6,6,6,5,4,1
119246,5,6,6,5,6,6,6,6,6,1,1
4672,6,6,6,6,6,6,6,6,6,1,1
13714,3,7,4,7,8,4,3,5,4,3,2
98342,2,2,2,4,3,2,3,6,3,3,7
1259979,6,6,6,6,8,6,6,6,6,6,6
1100005,4,7,5,5,4,5,5,6,4,5,1
1379781,6,6,6,6,6,6,6,6,6,1,1
1115208,6,7,6,7,7,5,5,6,1,1,1
17988,6,6,5,2,5,5,4,4,5,4,3
95935,6,4,6,4,6,6,4,4,4,2,3
100326,8,7,7,7,4,6,7,6,6,1,1
1204316,6,6,5,7,6,5,5,6,5,5,1
19326,6,7,5,5,5,5,5,4,5,3,2
53411,6,6,6,6,6,6,6,6,6,1,1
72949,7,7,4,5,8,5,5,4,4,2,1
121069,6,6,6,6,6,6,6,6,6,2,1
121093,6,6,6,4,6,6,6,3,6,2,1
5001334,4,4,5,4,6,5,5,6,6,2,6
11218,6,6,6,6,6,5,6,6,6,1,1
